"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Name.Basiswert.1","Name.Basiswert.2"
"Arbeitslose - Anteil","insgesamt",2012,"02 Ludwigsvorstadt - Isarvorstadt",3.2,1258.3,39058.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"03 Maxvorstadt",2.6,1048.5,40404.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"04 Schwabing - West",2.5,1184.3,46999.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"05 Au - Haidhausen",2.9,1251.8,43373,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"06 Sendling",4.3,1258.3,29386.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"07 Sendling - Westpark",4.2,1582,37346.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"08 Schwanthalerhöhe",4.5,994.3,22225.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"09 Neuhausen - Nymphenburg",2.9,1974,67615,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"10 Moosach",4.7,1621.8,34376.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"11 Milbertshofen - Am Hart",5.2,2666.8,51291.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"12 Schwabing - Freimann",2.8,1373.8,49556.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"13 Bogenhausen",2.7,1472,53608.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"14 Berg am Laim",4.7,1384.8,29355.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"15 Trudering - Riem",3.4,1460.8,43539.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"16 Ramersdorf - Perlach",5,3562.3,70839,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"17 Obergiesing - Fasangarten",4.2,1563.3,37491,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"18 Untergiesing - Harlaching",3.8,1339.3,35140,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3.3,1864,56524.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"20 Hadern",3.8,1174.3,30958,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"21 Pasing - Obermenzing",3.2,1434.3,45474,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"22 Aubing - Lochhausen - Langwied",3.6,935.3,25899.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"23 Allach - Untermenzing",2.9,576,19707,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"24 Feldmoching - Hasenbergl",4.5,1724.5,38075.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2012,"25 Laim",3.8,1423.5,37168.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"Stadt München",3.8,37243,978579.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"01 Altstadt - Lehel",2.3,329.3,14412,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"02 Ludwigsvorstadt - Isarvorstadt",3.4,1292.3,37931.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"03 Maxvorstadt",2.7,1084.8,39574.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"04 Schwabing - West",2.6,1211.5,46255.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"05 Au - Haidhausen",3,1286.5,42548,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"06 Sendling",4.3,1258.8,28956.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"07 Sendling - Westpark",4.6,1669,36448.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"08 Schwanthalerhöhe",4.6,992.8,21483,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"09 Neuhausen - Nymphenburg",3,1944.3,65572.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"10 Moosach",4.8,1633.8,33797.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"11 Milbertshofen - Am Hart",5.5,2719.3,49694.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"12 Schwabing - Freimann",2.8,1353.8,48422.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"13 Bogenhausen",2.9,1539,52396.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"14 Berg am Laim",4.3,1229.5,28705.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"15 Trudering - Riem",3.1,1350,42893.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"16 Ramersdorf - Perlach",5.2,3639.3,70075.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"17 Obergiesing - Fasangarten",4.2,1546.3,36574.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"18 Untergiesing - Harlaching",3.7,1279.3,34506.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3.6,1991.3,55132,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"20 Hadern",3.7,1142.3,30531.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"21 Pasing - Obermenzing",3.3,1463,44542.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"22 Aubing - Lochhausen - Langwied",3.8,962,25023.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"23 Allach - Untermenzing",3,584,19273.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"24 Feldmoching - Hasenbergl",4.8,1775.3,37189.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2011,"25 Laim",4.1,1488,36638.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"Stadt München",4.3,40734.3,957993.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"01 Altstadt - Lehel",2.6,365,14031.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"02 Ludwigsvorstadt - Isarvorstadt",3.9,1464,37092.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"03 Maxvorstadt",3.1,1203.5,39039.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"04 Schwabing - West",3,1364.5,45593.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"05 Au - Haidhausen",3.4,1425.5,41876.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"06 Sendling",4.8,1351.3,28437.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"07 Sendling - Westpark",5.1,1821.8,36049.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"08 Schwanthalerhöhe",5.5,1157,21145.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"09 Neuhausen - Nymphenburg",3.4,2149.5,63957,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"10 Moosach",5.1,1708.8,33181.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"11 Milbertshofen - Am Hart",5.9,2889.5,48857,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"12 Schwabing - Freimann",3.1,1470,47205.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"13 Bogenhausen",3.2,1622,51357,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"14 Berg am Laim",4.8,1330.5,27940.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"15 Trudering - Riem",3.3,1378.3,41252,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"16 Ramersdorf - Perlach",5.8,4045,69227.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"17 Obergiesing - Fasangarten",4.7,1636,35144.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"18 Untergiesing - Harlaching",4.4,1484.5,33813.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",4,2143,54052.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"20 Hadern",4.3,1299.8,30078.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"21 Pasing - Obermenzing",3.6,1559,43382.8,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"22 Aubing - Lochhausen - Langwied",4.4,1069.5,24424.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"23 Allach - Untermenzing",3.6,674.3,18888.3,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"24 Feldmoching - Hasenbergl",5.1,1858.5,36110.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","insgesamt",2010,"25 Laim",4.3,1540.5,35855.5,"Arbeitslose (insgesamt)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)"
"Arbeitslose - Anteil","männlich",2024,"Stadt München",4,22694,565933.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"01 Altstadt - Lehel",2.9,231,7872.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"02 Ludwigsvorstadt - Isarvorstadt",3.7,743.3,20233,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"03 Maxvorstadt",3.1,644.3,20884.3,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"04 Schwabing - West",3,718,24322.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"05 Au - Haidhausen",3.7,858.8,22961,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"06 Sendling",4.3,648.5,15222,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"07 Sendling - Westpark",4,861.8,21716,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"08 Schwanthalerhöhe",4.5,500.3,11121.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"09 Neuhausen - Nymphenburg",3.3,1170,35066,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"10 Moosach",4.6,905.3,19858.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"11 Milbertshofen - Am Hart",4.3,1255.3,29447,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"12 Schwabing - Freimann",3.5,1016.8,28820.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"13 Bogenhausen",3.5,1101,31141.3,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"14 Berg am Laim",5.5,914.3,16719.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"15 Trudering - Riem",3.9,1036.3,26464.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"16 Ramersdorf - Perlach",5.1,2052.5,40320.3,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"17 Obergiesing - Fasangarten",4,794,20051.3,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"18 Untergiesing - Harlaching",4.4,814.5,18638,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",4,1400.5,35185.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"20 Hadern",3.7,622.5,16966.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"21 Pasing - Obermenzing",3.7,1009.8,27285,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"22 Aubing - Lochhausen - Langwied",4.4,915.8,20607.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"23 Allach - Untermenzing",3.3,402.3,12324.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"24 Feldmoching - Hasenbergl",4.5,1002.8,22262.3,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2024,"25 Laim",4.7,967,20441.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"Stadt München",3.6,20296.8,559957.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"01 Altstadt - Lehel",2.7,214.3,7835.3,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"02 Ludwigsvorstadt - Isarvorstadt",3.5,716,20286,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"03 Maxvorstadt",2.8,576.8,20689.3,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"04 Schwabing - West",2.5,611.8,24293.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"05 Au - Haidhausen",3,684.8,22783.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"06 Sendling",3.7,568.8,15261.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"07 Sendling - Westpark",3.6,765,21526,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"08 Schwanthalerhöhe",4.1,456,11119.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"09 Neuhausen - Nymphenburg",3.3,1131.5,34649,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"10 Moosach",4.3,847.5,19733.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"11 Milbertshofen - Am Hart",3.9,1146.3,29221.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"12 Schwabing - Freimann",3.2,940,28937.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"13 Bogenhausen",3,922,30664,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"14 Berg am Laim",4.9,809.3,16626.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"15 Trudering - Riem",3.6,931.8,26043.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"16 Ramersdorf - Perlach",4.5,1818.3,40016,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"17 Obergiesing - Fasangarten",3.3,660.5,19878.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"18 Untergiesing - Harlaching",3.8,709.3,18506,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3.7,1257.3,34386.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"20 Hadern",3.3,562.3,16828,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"21 Pasing - Obermenzing",3.3,876.8,26932,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"22 Aubing - Lochhausen - Langwied",4,774.5,19426,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"23 Allach - Untermenzing",3.1,378.3,12187.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"24 Feldmoching - Hasenbergl",4,885,21884.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2023,"25 Laim",4.2,848,20241.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2022,"Stadt München",3.4,18745.8,558567,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2022,"01 Altstadt - Lehel",2.3,179,7776,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2022,"02 Ludwigsvorstadt - Isarvorstadt",3.5,724.3,20830,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2022,"03 Maxvorstadt",2.4,508.3,20760.3,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2022,"04 Schwabing - West",2.3,547.5,24332.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2022,"05 Au - Haidhausen",2.8,643,22797.5,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2022,"06 Sendling",3.6,544.3,15287,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2022,"07 Sendling - Westpark",3.4,716.3,21267.8,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
"Arbeitslose - Anteil","männlich",2022,"08 Schwanthalerhöhe",3.7,417.8,11169.3,"Arbeitslose (männlich)","Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)"
